# Music Playlists Song Data
# Format: songName|identifier|param0|param1|base64target
Scape Main|1|499|15663110|PGNvbD1mZjkwNDA+U2NhcGUgTWFpbjwvY29sPg==
Scape Sad|1|501|15663110|PGNvbD1mZjkwNDA+U2NhcGUgU2FkPC9jb2w+
Scape Santa|1|502|15663110|PGNvbD1mZjkwNDA+U2NhcGUgU2FudGE8L2NvbD4=
Scape Soft|1|504|15663110|PGNvbD1mZjkwNDA+U2NhcGUgU29mdDwvY29sPg==
Scape Wild|1|505|15663110|PGNvbD1mZjkwNDA+U2NhcGUgV2lsZDwvY29sPg==
Scarab|1|507|15663110|PGNvbD1mZjkwNDA+U2NhcmFiPC9jb2w+
School's Out|1|508|15663110|PGNvbD1mZjkwNDA+U2Nob29sJ3MgT3V0PC9jb2w+
Scorpia Dances|1|509|15663110|PGNvbD1mZjkwNDA+U2NvcnBpYSBEYW5jZXM8L2NvbD4=
Scrubfoot's Descent|1|510|15663110|PGNvbD1mZjkwNDA+U2NydWJmb290J3MgRGVzY2VudDwvY29sPg==
Sea Shanty|1|511|15663110|PGNvbD1mZjkwNDA+U2VhIFNoYW50eTwvY29sPg==
Sea Shanty 2|1|513|15663110|PGNvbD1mZjkwNDA+U2VhIFNoYW50eSAyPC9jb2w+
Secrets of the North|1|729|15663110|PGNvbD1mZjkwNDA+U2VjcmV0cyBvZiB0aGUgTm9ydGg8L2NvbD4=
The Seed of Crwys|1|116|15663110|PGNvbD1mZjkwNDA+VGhlIFNlZWQgb2YgQ3J3eXM8L2NvbD4=
Serene|1|516|15663110|PGNvbD1mZjkwNDA+U2VyZW5lPC9jb2w+
Servants of Strife|1|401|15663110|PGNvbD1mZjkwNDA+U2VydmFudHMgb2YgU3RyaWZlPC9jb2w+
Settlement|1|517|15663110|PGNvbD1mZjkwNDA+U2V0dGxlbWVudDwvY29sPg==
The Shadow|1|607|15663110|PGNvbD1mZjkwNDA+VGhlIFNoYWRvdzwvY29sPg==
Sharp End of the Crystal|1|303|15663110|PGNvbD1mZjkwNDA+U2hhcnAgRW5kIG9mIHRoZSBDcnlzdGFsPC9jb2w+
Shattered Relics|1|343|15663110|PGNvbD1mZjkwNDA+U2hhdHRlcmVkIFJlbGljczwvY29sPg==
Shining Spirit|1|526|15663110|PGNvbD1mZjkwNDA+U2hpbmluZyBTcGlyaXQ8L2NvbD4=
Showdown|1|528|15663110|PGNvbD1mZjkwNDA+U2hvd2Rvd248L2NvbD4=
Sigmund's Showdown|1|529|15663110|PGNvbD1mZjkwNDA+U2lnbXVuZCdzIFNob3dkb3duPC9jb2w+
The Sinclairs|1|325|15663110|PGNvbD1mZjkwNDA+VGhlIFNpbmNsYWlyczwvY29sPg==
The Slayer|1|608|15663110|PGNvbD1mZjkwNDA+VGhlIFNsYXllcjwvY29sPg==
Slice of Station|1|533|15663110|PGNvbD1mZjkwNDA+U2xpY2Ugb2YgU3RhdGlvbjwvY29sPg==
Slither and Thither|1|534|15663110|PGNvbD1mZjkwNDA+U2xpdGhlciBhbmQgVGhpdGhlcjwvY29sPg==
Snowflake & My Arm|1|414|15663110|PGNvbD1mZjkwNDA+U25vd2ZsYWtlICYgTXkgQXJtPC9jb2w+
Sojourn|1|536|15663110|PGNvbD1mZjkwNDA+U29qb3VybjwvY29sPg==
Song of the Silent Choir|1|740|15663110|PGNvbD1mZjkwNDA+U29uZyBvZiB0aGUgU2lsZW50IENob2lyPC9jb2w+
Sorceress's Garden|1|537|15663110|PGNvbD1mZjkwNDA+U29yY2VyZXNzJ3MgR2FyZGVuPC9jb2w+
Soul Wars|1|540|15663110|PGNvbD1mZjkwNDA+U291bCBXYXJzPC9jb2w+
The Sound of Guthix|1|773|15663110|PGNvbD1mZjkwNDA+VGhlIFNvdW5kIG9mIEd1dGhpeDwvY29sPg==
Spirit|1|545|15663110|PGNvbD1mZjkwNDA+U3Bpcml0PC9jb2w+
Spiritbloom|1|797|15663110|PGNvbD1mZjkwNDA+U3Bpcml0Ymxvb208L2NvbD4=
Spirits of the Elid|1|546|15663110|PGNvbD1mZjkwNDA+U3Bpcml0cyBvZiB0aGUgRWxpZDwvY29sPg==
Spooky|1|548|15663110|PGNvbD1mZjkwNDA+U3Bvb2t5PC9jb2w+
Spooky 2|1|549|15663110|PGNvbD1mZjkwNDA+U3Bvb2t5IDI8L2NvbD4=
The Spurned Demon|1|720|15663110|PGNvbD1mZjkwNDA+VGhlIFNwdXJuZWQgRGVtb248L2NvbD4=
The Spymaster|1|551|15663110|PGNvbD1mZjkwNDA+VGhlIFNweW1hc3RlcjwvY29sPg==
Stalkers|1|808|15663110|PGNvbD1mZjkwNDA+U3RhbGtlcnM8L2NvbD4=
Stand Up and Be Counted|1|553|15663110|PGNvbD1mZjkwNDA+U3RhbmQgVXAgYW5kIEJlIENvdW50ZWQ8L2NvbD4=
Start|1|555|15663110|PGNvbD1mZjkwNDA+U3RhcnQ8L2NvbD4=
Still Night|1|556|15663110|PGNvbD1mZjkwNDA+U3RpbGwgTmlnaHQ8L2NvbD4=
Storeroom Shuffle|1|749|15663110|PGNvbD1mZjkwNDA+U3RvcmVyb29tIFNodWZmbGU8L2NvbD4=
Stranded|1|559|15663110|PGNvbD1mZjkwNDA+U3RyYW5kZWQ8L2NvbD4=
Strange Place|1|560|15663110|PGNvbD1mZjkwNDA+U3RyYW5nZSBQbGFjZTwvY29sPg==
Strength of Saradomin|1|562|15663110|PGNvbD1mZjkwNDA+U3RyZW5ndGggb2YgU2FyYWRvbWluPC9jb2w+
Stratosphere|1|561|15663110|PGNvbD1mZjkwNDA+U3RyYXRvc3BoZXJlPC9jb2w+
Sunburn|1|565|15663110|PGNvbD1mZjkwNDA+U3VuYnVybjwvY29sPg==
Superstition|1|566|15663110|PGNvbD1mZjkwNDA+U3VwZXJzdGl0aW9uPC9jb2w+
Surok's Theme|1|567|15663110|PGNvbD1mZjkwNDA+U3Vyb2sncyBUaGVtZTwvY29sPg==
Tale of Keldagrim|1|569|15663110|PGNvbD1mZjkwNDA+VGFsZSBvZiBLZWxkYWdyaW08L2NvbD4=
The Talkasti People|1|799|15663110|PGNvbD1mZjkwNDA+VGhlIFRhbGthc3RpIFBlb3BsZTwvY29sPg==
A Taste of Hope|1|467|15663110|PGNvbD1mZjkwNDA+QSBUYXN0ZSBvZiBIb3BlPC9jb2w+
Technology|1|573|15663110|PGNvbD1mZjkwNDA+VGVjaG5vbG9neTwvY29sPg==
Teklan|1|800|15663110|PGNvbD1mZjkwNDA+VGVrbGFuPC9jb2w+
Temple Desecrated|1|769|15663110|PGNvbD1mZjkwNDA+VGVtcGxlIERlc2VjcmF0ZWQ8L2NvbD4=
Temple of Tribes|1|577|15663110|PGNvbD1mZjkwNDA+VGVtcGxlIG9mIFRyaWJlczwvY29sPg==
Temple of the Eye|1|576|15663110|PGNvbD1mZjkwNDA+VGVtcGxlIG9mIHRoZSBFeWU8L2NvbD4=
The Terrible Caverns|1|579|15663110|PGNvbD1mZjkwNDA+VGhlIFRlcnJpYmxlIENhdmVybnM8L2NvbD4=
The Terrible Tower|1|609|15663110|PGNvbD1mZjkwNDA+VGhlIFRlcnJpYmxlIFRvd2VyPC9jb2w+
Terrorbird Tussle|1|750|15663110|PGNvbD1mZjkwNDA+VGVycm9yYmlyZCBUdXNzbGU8L2NvbD4=
Test of Companionship|1|628|15663110|PGNvbD1mZjkwNDA+VGVzdCBvZiBDb21wYW5pb25zaGlwPC9jb2w+
Test of Resourcefulness|1|629|15663110|PGNvbD1mZjkwNDA+VGVzdCBvZiBSZXNvdXJjZWZ1bG5lc3M8L2NvbD4=
Test of Strength|1|630|15663110|PGNvbD1mZjkwNDA+VGVzdCBvZiBTdHJlbmd0aDwvY29sPg==
A Thorn in My Side|1|273|15663110|PGNvbD1mZjkwNDA+QSBUaG9ybiBpbiBNeSBTaWRlPC9jb2w+
Thrall of the Serpent|1|615|15663110|PGNvbD1mZjkwNDA+VGhyYWxsIG9mIHRoZSBTZXJwZW50PC9jb2w+
Throne of the Demon|1|616|15663110|PGNvbD1mZjkwNDA+VGhyb25lIG9mIHRoZSBEZW1vbjwvY29sPg==
Time to Mine|1|618|15663110|PGNvbD1mZjkwNDA+VGltZSB0byBNaW5lPC9jb2w+
Time Out|1|617|15663110|PGNvbD1mZjkwNDA+VGltZSBPdXQ8L2NvbD4=
Title Fight|1|620|15663110|PGNvbD1mZjkwNDA+VGl0bGUgRmlnaHQ8L2NvbD4=
Tomb Raider|1|633|15663110|PGNvbD1mZjkwNDA+VG9tYiBSYWlkZXI8L2NvbD4=
Too Many Cooks...|1|635|15663110|PGNvbD1mZjkwNDA+VG9vIE1hbnkgQ29va3MuLi48L2NvbD4=
The Tower of Voices|1|611|15663110|PGNvbD1mZjkwNDA+VGhlIFRvd2VyIG9mIFZvaWNlczwvY29sPg==
The Trade Parade|1|612|15663110|PGNvbD1mZjkwNDA+VGhlIFRyYWRlIFBhcmFkZTwvY29sPg==
Trahaearn Toil|1|636|15663110|PGNvbD1mZjkwNDA+VHJhaGFlYXJuIFRvaWw8L2NvbD4=
Trawler Minor|1|638|15663110|PGNvbD1mZjkwNDA+VHJhd2xlciBNaW5vcjwvY29sPg==
Warriors' Guild|1|684|15663110|PGNvbD1mZjkwNDA+V2FycmlvcnMnIEd1aWxkPC9jb2w+
Watch Your Step|1|259|15663110|PGNvbD1mZjkwNDA+V2F0Y2ggWW91ciBTdGVwPC9jb2w+
Waterfall|1|686|15663110|PGNvbD1mZjkwNDA+V2F0ZXJmYWxsPC9jb2w+
Way of the Enchanter|1|688|15663110|PGNvbD1mZjkwNDA+V2F5IG9mIHRoZSBFbmNoYW50ZXI8L2NvbD4=
Wilderness 2|1|700|15663110|PGNvbD1mZjkwNDA+V2lsZGVybmVzcyAyPC9jb2w+
Wilderness 3|1|701|15663110|PGNvbD1mZjkwNDA+V2lsZGVybmVzcyAzPC9jb2w+
Witching|1|705|15663110|PGNvbD1mZjkwNDA+V2l0Y2hpbmc8L2NvbD4=
Wonder|1|707|15663110|PGNvbD1mZjkwNDA+V29uZGVyPC9jb2w+
Wonderous|1|708|15663110|PGNvbD1mZjkwNDA+V29uZGVyb3VzPC9jb2w+
